-2.02442,-0.775853,1.4179
-2.02442,-0.775853,1.6179
-2.02442,-0.775853,1.8179
-2.02442,-0.775853,2.0179
-2.02442,-0.775853,2.2179
-2.02442,-0.775853,2.4179
-2.02442,-0.775853,2.6179
-2.02442,-0.775853,2.8179
-2.02442,-0.775853,3.0179
-2.02442,-0.775853,-3.06529
-2.02442,-0.775853,-2.86529
-2.02442,-0.775853,-2.66529
-2.02442,-0.775853,-2.46529
-2.02442,-0.775853,-2.26529
-2.02442,-0.775853,-2.06529
-2.02442,-0.775853,-1.86529
-2.02442,-0.775853,-1.66529
-2.02442,-0.775853,-1.46529
-2.02442,-0.775853,-1.26529
-2.02442,-0.775853,-1.06529
-2.02442,-0.775853,-0.865286
-2.02442,-0.775853,-0.665286
-2.02442,-0.775853,-0.465286
-2.02442,-0.775853,-0.265286
-2.02442,-0.775853,-0.0652861
-2.02442,-0.775853,0.134714
-2.02442,-0.775853,0.334714
-2.02442,-0.775853,0.534714
-2.02442,-0.775853,0.734714
-2.02442,-0.775853,0.934714
-2.02442,-0.775853,1.13471
